Dia - Mes,Temperatura media,Fecha Momento minima,Temperatura minima,Fecha Momento maxima,Temperatura maxima
230530,15.1,070530,8.9,200530,21.9
230531,14.9,080531,8.3,970531,20.9
230601,14.9,090601,9.1,990601,20.5
230602,14.9,080602,9.1,160602,23.8
230603,15.0,220603,8.5,000603,22.0
230604,14.9,030604,9.5,970604,22.1
230605,14.8,040605,8.1,970605,20.7
230606,14.6,200605,9.5,970606,20.1
230607,14.6,040607,9.3,970607,21.0
230608,14.5,040608,7.7,970608,21.2
230609,14.4,140609,7.6,970609,21.3
230610,14.7,990610,8.8,970610,23.5
230611,14.8,140611,8.5,970611,20.7
230612,14.7,990612,8.9,970612,22.6
230613,14.5,060613,8.5,950613,20.8
230614,14.6,020614,7.9,.,21.4
230615,14.5,020615,8.7,950615,20.3
230616,14.5,190616,10.3,970616,21.4
230617,14.5,220617,8.6,970617,23.6
230618,14.5,020618,7.3,970618,21.3
230619,14.2,000619,7.4,970619,20.4
230620,14.3,000620,7.2,970620,21.9
230621,14.1,130621,8.2,150621,20.0
230622,14.2,130622,9.1,970622,20.2
230623,14.5,990623,8.7,000623,20.9
230624,14.2,060624,8.6,230624,22.3
230625,14.3,010625,7.5,230625,20.3
230626,14.4,130626,7.9,170626,22.2
230627,14.1,140627,7.4,980627,19.8
230628,14.2,960628,8.5,990628,20.3
230629,14.1,100629,6.1,230629,19.8
230630,14.0,.,8.2,.,19.4
230701,14.1,960701,8.3,230701,21.1
230702,14.0,960702,7.3,060702,20.4
230703,14.1,960702,8.5,060703,21.4
230704,14.2,990704,8.1,970704,21.1
230705,14.0,990705,7.8,970705,21.7
230706,14.1,120706,7.5,060706,22.7
230707,14.0,940707,6.7,970707,20.0
230708,14.1,940708,8.8,160708,20.8
230709,14.0,960709,8.8,160709,19.8
230710,13.9,000710,8.2,970710,21.4
230711,13.9,000711,7.5,970711,22.6
230712,13.9,000712,7.1,970712,20.0
230713,13.9,000713,8.6,230713,20.9
230714,14.0,990714,8.7,230714,21.1
230715,13.8,990715,9.0,230715,19.9
230716,13.6,090716,7.9,230716,19.0
230717,13.6,050717,7.5,970717,19.6
230718,13.5,.,5.9,060718,20.4
230719,13.6,100719,6.8,060719,20.5
230720,13.9,100720,6.0,060720,20.5
230721,14.0,050721,7.4,010721,20.3
230722,13.8,050722,6.6,020722,19.6
230723,13.6,050723,6.3,230723,19.9
230724,13.7,140724,7.0,970724,19.5
230725,13.6,090725,7.8,970725,19.8
230726,13.7,090726,8.5,970726,19.8
230727,13.7,960727,8.1,970727,20.1
230728,13.6,030728,7.1,970728,20.8
230729,13.6,030729,8.0,970729,20.7
230730,13.8,.,9.2,970730,19.8
230731,13.8,200731,8.3,970731,19.6
230801,13.8,940801,7.0,970801,20.1
230802,13.8,940802,8.3,230802,20.6
230803,13.9,040803,8.3,150803,19.7
230804,14.0,950804,8.6,970804,19.7
230805,14.0,030805,8.6,970805,19.9
230806,14.1,070806,8.9,970806,20.2
230807,14.0,120807,9.8,970807,19.6
230808,14.2,940808,9.2,990808,20.9
230809,13.9,940809,7.8,970809,22.2
230810,14.1,090810,9.7,970810,25.3
230811,14.2,980811,9.4,970811,27.0
230812,14.1,950812,8.4,970812,20.7
230813,14.0,950813,9.7,190813,20.3
230814,14.1,980814,7.0,970814,21.2
230815,13.9,980815,8.3,970815,19.7
230816,14.2,060816,8.9,970816,22.7
230817,14.0,030817,9.3,970817,23.2
230818,14.1,040818,8.0,970818,20.6
230819,14.1,200819,8.4,230819,19.8
230820,13.9,200820,8.6,230820,20.6
230821,14.0,990821,9.5,230821,19.9
230822,14.1,110822,9.4,170822,20.2
230823,14.1,090823,9.2,960823,19.5
230824,14.1,030824,8.4,970824,20.5
230825,14.2,210825,8.7,040825,20.5
230826,14.1,980826,7.3,020826,26.3
230827,14.3,070827,8.5,150827,21.9
230828,14.2,070828,9.3,130828,21.1
230829,14.4,070829,10.4,010829,21.6
230830,14.5,980830,8.9,040830,20.5
230831,14.3,050831,8.1,110831,20.6
230901,14.3,050901,8.3,110901,19.9
230902,14.4,940902,8.6,990902,20.2
230903,14.3,100903,9.0,180903,20.1
230904,14.3,070904,8.8,180904,20.8
230905,14.3,080905,9.5,970905,21.8
230906,14.4,080906,8.5,970906,20.2
230907,14.5,980907,8.4,940907,20.4
230908,14.5,980908,7.5,940908,21.7
230909,14.5,030909,9.3,130909,24.0
230910,14.5,030910,7.1,230910,23.9
230911,14.4,980911,9.9,150911,19.5
230912,14.4,140912,10.0,040912,20.6
230913,14.4,010913,8.6,110913,21.1
230914,14.3,170914,9.0,150914,20.8
230915,14.5,050915,9.6,230915,21.9
230916,14.5,050916,9.6,230916,22.0
230917,14.5,100917,9.5,970917,25.0
230918,14.5,100918,9.8,970918,24.2
230919,14.5,120919,10.1,970919,20.4
230920,14.6,130920,9.0,150920,20.5
230921,14.8,220921,9.8,.,21.1
230922,14.8,990922,10.0,000922,21.1
230923,14.8,070923,10.3,940923,20.4
230924,14.8,070924,11.1,020924,20.9
230925,14.8,050925,9.3,150925,20.8
230926,14.9,040926,10.9,970926,22.1
230927,14.9,070927,11.3,940927,21.2
230928,14.9,220928,10.2,100928,20.0
230929,14.9,980929,9.8,150929,21.0
230930,15.1,010930,9.9,970930,20.3
231001,14.9,991001,11.0,971001,22.0
231002,14.9,171002,10.9,961002,20.7
231003,15.0,071003,10.2,111003,20.6
231004,15.1,101004,9.9,171004,21.1
231005,15.1,971005,12.2,941005,23.6
231006,15.3,221006,11.5,161006,22.1
231007,15.2,211007,11.4,941007,21.0
231008,15.3,011008,11.2,011008,21.1
231009,15.3,971009,11.0,011009,20.7
231010,15.4,141010,11.6,941010,21.3
231011,15.3,951011,10.3,941011,20.3
231012,15.3,051011,12.5,971012,24.1
231013,15.5,961013,10.0,971013,25.7
231014,15.5,101014,10.3,031014,22.9
231015,15.5,111014,11.1,031015,20.8
231016,15.4,181016,10.6,141016,21.1
231017,15.4,111017,10.6,141017,21.1
231018,15.5,.,10.4,151018,21.7
231019,15.5,111018,11.3,971019,20.8
231020,15.7,111020,12.1,971020,20.0
231021,15.6,101021,11.7,031021,21.3
231022,15.8,121022,11.9,991022,21.4
231023,15.7,071023,10.9,011023,21.0
231024,15.8,001024,10.9,971024,20.1
231025,15.8,981025,12.0,141025,21.4
231026,16.0,171026,12.8,141026,21.8
231027,16.0,101027,12.8,161027,20.5
231028,16.1,111028,12.1,961028,21.2
231029,16.2,001029,12.2,091029,22.4
231030,16.2,071030,10.8,091030,22.3
231031,16.2,941031,11.4,991031,22.6
231101,16.3,021101,12.4,091101,23.6
231102,16.3,001102,10.8,941102,23.4
231103,16.4,011103,11.8,941103,21.7
231104,16.4,991104,12.7,161104,22.5
231105,16.4,071105,11.0,981105,21.1
231106,16.5,981106,13.1,981106,20.8
231107,16.6,071107,12.9,971107,21.6
231108,16.8,021108,12.8,971108,21.5
231109,16.8,111109,13.8,231109,23.3
231110,16.9,991110,13.4,971110,22.4
231111,16.8,021111,11.1,031111,21.0
231112,16.8,001112,12.0,081112,21.6
231113,16.9,041113,12.7,081113,21.9
231114,16.9,131114,12.2,081114,21.1
231115,17.1,001115,12.2,081115,21.4
231116,16.9,001116,11.4,971116,21.6
231117,16.9,001117,11.0,131117,21.4
231118,17.0,091118,12.3,971118,21.6
231119,17.2,941119,13.0,191119,22.8
231120,17.4,131120,13.4,961120,22.5
231121,17.2,011121,12.0,191121,22.5
231122,17.5,991122,12.8,191122,23.1
231123,17.6,961123,14.4,951123,21.9
231124,17.5,101124,12.8,971124,23.1
231125,17.6,001125,13.5,961125,23.5
231126,17.7,071126,12.8,031126,23.3
231127,17.6,011127,12.6,031127,22.6
231128,17.6,011128,12.9,031128,22.6
231129,17.7,011129,12.6,971129,22.9
231130,17.8,121130,13.4,971130,22.9
231201,17.7,071201,13.4,971201,22.4
231202,18.0,071202,13.8,971202,23.1
231203,17.9,991203,12.3,121203,23.9
231204,17.9,991204,13.3,131204,23.9
231205,17.9,991205,12.5,131205,23.5
231206,18.0,951206,13.9,971206,23.3
231207,18.0,051207,12.1,971207,23.7
231208,18.0,051208,12.7,971208,24.0
231209,18.1,071209,12.5,971209,25.1
231210,18.3,051210,13.0,971210,25.0
231211,18.1,211211,13.5,971211,24.4
231212,18.3,021212,13.3,971212,24.5
231213,18.7,961213,14.2,971213,25.1
231214,18.6,071214,13.8,041214,24.6
231215,18.6,071215,13.7,041215,25.2
231216,18.6,071216,12.8,971216,25.4
231217,18.9,071217,13.0,971217,25.4
231218,18.8,951218,14.4,011218,27.8
231219,18.9,981219,14.7,971219,24.7
231220,19.0,141220,14.5,001220,24.7
231221,18.9,951221,14.3,971221,25.3
231222,19.0,141222,13.8,971222,25.5
231223,19.1,951223,14.2,941223,25.0
231224,19.1,021224,13.2,971224,24.9
231225,19.3,141225,14.6,971225,25.6
231226,19.4,961226,14.0,971226,25.7
231227,19.3,121227,13.3,971227,25.6
231228,19.3,031228,14.2,971228,25.9
231229,19.4,121229,14.1,971229,25.5
231230,19.6,141230,14.3,961230,25.2
231231,19.6,021231,14.0,061231,26.3
